Trigger Description	Trigger Reference Name	Event When to Test	Ancillary to Award	Chance	Base Condition	Conditions (separated by comma)
-	hungarian_knights_of_the_golden_spur_trigger	PostBattle	hungarian_knights_of_the_golden_spur	50	IsGeneral	FactionType hungary, Attribute Command>= 3, Attribute Loyalty >= 3
-	hungarian_lord_chief_justice_trigger	CharacterTurnEndInSettlement	hungarian_lord_chief_justice	100	IsGeneral	FactionType hungary, not IsFactionLeader, not IsFactionHeir, Attribute Loyalty >= 3, Attribute piety>= 2, not HasAncType politics, not FactionwideAncillaryExists hungarian_lord_chief_justice, I_TurnNumber  >= 102
-	hungarian_marshall_of_hungary_trigger	CharacterTurnEndInSettlement	hungarian_marshall_of_hungary	100	IsGeneral	FactionType hungary, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Command >= 4, Attribute Loyalty >= 5, not FactionwideAncillaryExists hungarian_marshall_of_hungary
-	hungarian_master_of_janitors_trigger	CharacterTurnEndInSettlement	hungarian_master_of_janitors	100	IsGeneral	FactionType hungary, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Loyalty >= 4, not FactionwideAncillaryExists hungarian_master_of_janitors
-	hungarian_master_of_stewards_trigger	CharacterTurnEndInSettlement	hungarian_master_of_stewards	100	IsGeneral	FactionType hungary, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Loyalty >= 4, not FactionwideAncillaryExists hungarian_master_of_stewards
-	hungarian_master_of_the_cup_bearers_trigger	CharacterTurnEndInSettlement	hungarian_master_of_the_cup_bearers	100	IsGeneral	FactionType hungary, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Loyalty >= 4, not FactionwideAncillaryExists hungarian_master_of_stewards
-	hungarian_order_of_st_stephen_trigger	CharacterTurnEndInSettlement	hungarian_order_of_st_stephen	100	IsGeneral	FactionType hungary, Attribute piety >= 3,  I_TurnNumber  >= 140
-	hungarian_papal_legate_trigger	CharacterTurnEndInSettlement	hungarian_papal_legate	100	AgentType = priest	FactionType hungary, FactionStanding < 3.0 papal_states, Attribute piety >= 4
-	hungarian_royal_earl_trigger	CharacterTurnEndInSettlement	hungarian_royal_earl	100	IsGeneral	FactionType hungary, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists hungarian_royal_earl, Attribute Loyalty >= 3, Attribute piety>= 2, Attribute Authority >= 1,  I_TurnNumber  <= 102
-	hungarian_secret_chancellor_trigger	CharacterTurnEndInSettlement	hungarian_secret_chancellor	100	IsFactionLeader	FactionType hungary, not FactionwideAncillaryExists hungarian_secret_chancellor, I_TurnNumber  >= 480
-	hungarian_treasurer _trigger	CharacterTurnEndInSettlement	hungarian_treasurer 	100	IsGeneral	FactionType hungary, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Hungarian_treasurer, Attribute Loyalty >= 4
-	hungarian_voivode_of_transylvania_trigger	CharacterTurnEndInSettlement	hungarian_voivode_of_transylvania	100	IsGeneral	FactionType hungary, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists hungarian_voivode_of_transylvania, Attribute Loyalty >= 3, Attribute Authority >= 3, EndedInSettlement, SettlementName Gyulafehervar_Province
-	Imperial_Constable_trigger	CharacterTurnEndInSettlement	Imperial_Constable	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, EndedInSettlement, SettlementName Constantinople_Province, not FactionwideAncillaryExists Imperial_Constable, Attribute CavalryCommand >= 4, FactionType byzantium
-	Italian_duke_ancona_trigger	CharacterTurnEndInSettlement	Italian_duke_ancona	100	IsGeneral	FactionReligion catholic, FactionBuildingExists = plazzo_ducal, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_duke_ancona, EndedInSettlement, SettlementName Ancona_Province, TimeInRegion >= 10, 
-	Italian_duke_bologna_trigger	CharacterTurnEndInSettlement	Italian_duke_bologna	100	IsGeneral	FactionReligion catholic, SettlementBuildingExists = plazzo_ducal, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_duke_bologna, EndedInSettlement, SettlementName Bologna_Province, TimeInRegion >= 10,
-	Italian_duke_florence_trigger	CharacterTurnEndInSettlement	Italian_duke_florence	100	IsGeneral	FactionReligion catholic, SettlementBuildingExists = plazzo_ducal, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_duke_florence, EndedInSettlement, SettlementName Florence_Province, TimeInRegion >= 10,
-	Italian_duke_genoa_trigger	CharacterTurnEndInSettlement	Italian_duke_genoa	100	IsGeneral	FactionReligion catholic, SettlementBuildingExists = plazzo_ducal, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_duke_genoa, EndedInSettlement, SettlementName Genoa_Province, TimeInRegion >= 10, 
-	Italian_duke_milan_trigger	CharacterTurnEndInSettlement	Italian_duke_milan	100	IsGeneral	FactionReligion catholic, SettlementBuildingExists = plazzo_ducal, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_duke_milan, EndedInSettlement, SettlementName Milan_Province, TimeInRegion >= 10,
-	Italian_duke_pisa_trigger	CharacterTurnEndInSettlement	Italian_duke_pisa	100	IsGeneral	FactionReligion catholic, SettlementBuildingExists = plazzo_ducal, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_duke_pisa, EndedInSettlement, SettlementName Pisa_Province, TimeInRegion >= 10,
-	Italian_duke_ravenna_trigger	CharacterTurnEndInSettlement	Italian_duke_ravenna	100	IsGeneral	FactionReligion catholic, SettlementBuildingExists = plazzo_ducal, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_duke_ravenna, EndedInSettlement, SettlementName Ravenna_Province, TimeInRegion >= 10, 
-	Italian_duke_trigger	CharacterTurnEndInSettlement	Italian_duke	80	IsGeneral	FactionReligion catholic, SettlementBuildingExists = plazzo_ducal, Attribute Authority >= 3, TimeInRegion >= 10, 
-	Italian_duke_turin_trigger	CharacterTurnEndInSettlement	Italian_duke_turin	100	IsGeneral	FactionReligion catholic, SettlementBuildingExists = plazzo_ducal, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_duke_turin, EndedInSettlement, SettlementName Turin_Province, TimeInRegion >= 10,
-	Italian_duke_verona_trigger	CharacterTurnEndInSettlement	Italian_duke_verona	100	IsGeneral	FactionReligion catholic, SettlementBuildingExists = plazzo_ducal, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_duke_verona, EndedInSettlement, SettlementName Verona_Province, TimeInRegion >= 10,
-	Italian_Mayor_of_Ancona_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Ancona_for_hre	100	IsGeneral	FactionType hre, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Ancona_for_hre, EndedInSettlement, SettlementName Ancona_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Ancona_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Ancona_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Ancona_for_milan, EndedInSettlement, SettlementName Ancona_Province, TimeInRegion >= 10,
-	Italian_Mayor_of_Ancona_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Ancona_for_pisa	100	IsGeneral	FactionType pisa, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Ancona_for_pisa, EndedInSettlement, SettlementName Ancona_Province, TimeInRegion >= 10, 
-	Italian_Mayor_of_Ancona_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Ancona_of_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Ancona_of_venice, EndedInSettlement, SettlementName Ancona_Province, TimeInRegion >= 10, 
-	Italian_Mayor_of_Bologna_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Bologna_for_hre	100	IsGeneral	FactionType hre, not HasAncType politics, SettlementBuildingExists =  noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Bologna_for_hre, EndedInSettlement, SettlementName Bologna_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Bologna_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Bologna_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists =  noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Bologna_for_milan, EndedInSettlement, SettlementName Bologna_Province, TimeInRegion >= 10, 
-	Italian_Mayor_of_Bologna_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Bologna_for_pisa	100	IsGeneral	FactionType pisa, not HasAncType politics, SettlementBuildingExists =  noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Bologna_for_pisa, EndedInSettlement, SettlementName Bologna_Province, TimeInRegion >= 10, 
-	Italian_Mayor_of_Bologna_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Bologna_of_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists =  noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Bologna_of_venice, EndedInSettlement, SettlementName Bologna_Province, TimeInRegion >= 10, 
-	Italian_Mayor_of_Florence_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Florence_for_hre	100	IsGeneral	FactionType hre, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Florence_for_hre, EndedInSettlement, SettlementName Florence_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Florence_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Florence_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Florence_for_milan, EndedInSettlement, SettlementName Florence_Province, TimeInRegion >= 10,
-	Italian_Mayor_of_Florence_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Florence_for_pisa	100	IsGeneral	FactionType pisa, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Florence_for_pisa, EndedInSettlement, SettlementName Florence_Province, TimeInRegion >= 10,
-	Italian_Mayor_of_Florence_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Florence_of_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Florence_of_venice, EndedInSettlement, SettlementName Florence_Province, TimeInRegion >= 10, 
-	Italian_Mayor_of_Genoa_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Genoa_for_hre	100	IsGeneral	FactionType hre, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Genoa_for_hre, EndedInSettlement, SettlementName Genoa_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Genoa_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Genoa_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Genoa_for_milan, EndedInSettlement, SettlementName Genoa_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Genoa_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Genoa_for_pisa	100	IsGeneral	FactionType pisa, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Genoa_for_pisa, EndedInSettlement, SettlementName Genoa_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Genoa_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Genoa_of_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Genoa_of_venice, EndedInSettlement, SettlementName Genoa_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Milan_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Milan_for_hre	100	IsGeneral	FactionType hre, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Milan_for_hre, EndedInSettlement, SettlementName Milan_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Milan_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Milan_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Milan_for_milan, EndedInSettlement, SettlementName Milan_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Milan_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Milan_for_pisa	100	IsGeneral	FactionType pisa, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Milan_for_pisa, EndedInSettlement, SettlementName Milan_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Milan_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Milan_of_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Milan_of_venice, EndedInSettlement, SettlementName Milan_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Pisa_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Pisa_for_hre	100	IsGeneral	FactionType hre, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, SettlementBuildingExists = noble_region Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Pisa_for_hre, EndedInSettlement, SettlementName Pisa_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Pisa_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Pisa_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists = noble_region Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Pisa_for_milan, EndedInSettlement, SettlementName Pisa_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Pisa_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Pisa_for_pisa	100	IsGeneral	FactionType pisa, not HasAncType politics, SettlementBuildingExists = noble_region Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Pisa_for_pisa, EndedInSettlement, SettlementName Pisa_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Pisa_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Pisa_for_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Pisa_for_venice EndedInSettlement, SettlementName Pisa_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Ravenna_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Ravenna_for_hre	100	IsGeneral	FactionType hre, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Ravenna_for_hre, EndedInSettlement, SettlementName Ravenna_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Ravenna_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Ravenna_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Ravenna_for_milan, EndedInSettlement, SettlementName Ravenna_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Ravenna_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Ravenna_for_pisa	100	IsGeneral	FactionType pisa, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Ravenna_for_pisa, EndedInSettlement, SettlementName Ravenna_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Ravenna_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Ravenna_of_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Ravenna_of_venice, EndedInSettlement, SettlementName Ravenna_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Turin_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Turin_for_hre	100	IsGeneral	FactionType hre, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Comune_Prime_Minister_turin, EndedInSettlement, SettlementName Turin_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Turin_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Turin_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Turin_for_milan, EndedInSettlement, SettlementName Turin_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Turin_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Turin_for_pisa	100	IsGeneral	FactionType pisa, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Comune_Prime_Minister_turin, EndedInSettlement, SettlementName Turin_Province, TimeInRegion >= 10,
-	Italian_Mayor_of_Turin_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Turin_of_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Comune_Prime_Minister_turin, EndedInSettlement, SettlementName Turin_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Venice_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Venice_for_hre	100	IsGeneral	FactionType hre, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Venice_for_hre, EndedInSettlement, SettlementName Venice_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Venice_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Venice_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Venice_for_milan, EndedInSettlement, SettlementName Venice_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Venice_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Venice_for_pisa	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Venice_for_pisa, EndedInSettlement, SettlementName Venice_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Venice_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Venice_of_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Venice_of_venice, EndedInSettlement, SettlementName Venice_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Verona_for_hre_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Verona_for_hre	100	IsGeneral	FactionType hre,  not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Verona_for_hre, EndedInSettlement, SettlementName Verona_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Verona_for_milan_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Verona_for_milan	100	IsGeneral	FactionType milan, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Verona_for_milan, EndedInSettlement, SettlementName Verona_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Verona_for_pisa_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Verona_for_pisa	100	IsGeneral	FactionType pisa, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Comune_Prime_Minister_verona, EndedInSettlement, SettlementName Verona_Province, TimeInRegion >= 10, not IsFactionLeader, not IsFactionHeir, 
-	Italian_Mayor_of_Verona_for_venice_trigger	CharacterTurnEndInSettlement	Italian_Mayor_of_Verona_of_venice	100	IsGeneral	FactionType venice, not HasAncType politics, SettlementBuildingExists = noble_region, Attribute Authority >= 3, not FactionwideAncillaryExists Italian_Mayor_of_Verona_of_venice, EndedInSettlement, SettlementName Verona_Province, TimeInRegion >= 10,
-	Judge_King_trigger	CharacterTurnEndInSettlement	Judge_King	70	IsGeneral	FactionReligion catholic, not HasAncType politics, SettlementBuildingExists = giudicato, Attribute Authority >= 3, TimeInRegion >= 10,
-	Judge_of_the_Lowlands_trigger	CharacterTurnEndInSettlement	Judge_of_the_Lowlands	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType northern_european, not HasAncType politics, Attribute piety>= 2,  Attribute authority>= 1, EndedInSettlement, SettlementName Perth_Province, TimeInRegion > 10,
-	Judge_of_Tusculum_trigger	CharacterTurnEndInSettlement	Judge_of_Tusculum	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionReligion catholic, not HasAncType politics, EndedInSettlement, SettlementName Rome_Province, TimeInRegion > 10,
-	Karlstejn_Burgrave_trigger	CharacterTurnEndInSettlement	Karlstejn_Burgrave	50	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType bohemia, not HasAncType politics, not FactionwideAncillaryExists Karlstejn_Burgrave, Attribute Loyalty >= 4, Attribute Command >= 3,
-	Keeper_of_the_Imperial_Inkstand_trigger	CharacterTurnEndInSettlement	Keeper_of_the_Imperial_Inkstand	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType byzantium, not HasAncType politics, EndedInSettlement, SettlementName Constantinople_Province, TimeInRegion > 5,  not FactionwideAncillaryExists Keeper_of_the_Imperial_Inkstand, Attribute Loyalty >= 5,
-	keeper_of_the_Royal_vessels_trigger	CharacterTurnEndInSettlement	keeper_of_the_Royal_vessels	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType egypt, not HasAncType politics,  not FactionwideAncillaryExists keeper_of_the_Royal_vessels,  Attribute Loyalty >= 5,
-	keeper_of_the_seal_of_the_order_of_st_Blasius_trigger	CharacterTurnEndInSettlement	keeper_of_the_seal_of_the_order_of_st_Blasius	100	IsGeneral	FactionType armenia, not HasAncType politics, Attribute Command>= 2, Attribute Loyalty>= 4, Attribute Piety>= 4, not FactionwideAncillaryExists keeper_of_the_seal_of_the_order_of_st_Blasius
-	Khan_of_Khans_trigger	BecomesFactionLeader	Khan_of_Khans	100	IsFactionLeader	FactionCultureType steppe, Attribute Command>= 3, Attribute Authority>= 3 
-	Khwarezm_shah_trigger	CharacterTurnEndInSettlement	Khwarezm_shah	100	IsGeneral	FactionType seljuks,  Attribute Command>= 4, Attribute Authority>= 4, not FactionwideAncillaryExists Khwarezm_shah, I_SettlementOwner Urgench_Province= seljuks, I_SettlementOwner Gorgan_Province= seljuks, EndedInSettlement, SettlementName Urgench_Province,
-	King_of_Albania_trigger	CharacterTurnEndInSettlement	King_of_Albania	100	IsFactionLeader	FactionReligion catholic, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_Albania, EndedInSettlement, SettlementName Durres_Province,
-	King_of_all_the_Russias_trigger	CharacterTurnEndInSettlement	King_of_all_the_Russias	100	IsFactionLeader	Attribute Authority>= 5, Attribute Command>= 3, not I_WorldwideAncillaryExists King_of_all_the_Russias, FactionType kiev, I_SettlementOwner Halych_Province= kiev, I_SettlementOwner Brest_Province= kiev
						
-	King_of_Arles_trigger	CharacterTurnEndInSettlement	King_of_Arles	100	IsFactionLeader	FactionReligion catholic, not I_WorldwideAncillaryExists King_of_Arles, EndedInSettlement, SettlementName Aix_Province, Attribute Command>= 2, Attribute Authority>= 4,
-	King_of_Armenia_trigger	CharacterTurnEndInSettlement	King_of_Armenia	100	IsFactionLeader	FactionType armenia, FactionReligion catholic, not I_WorldwideAncillaryExists King_of_Armenia
-	King_of_Bohemia_trigger	CharacterTurnEndInSettlement	King_of_Bohemia	100	IsFactionLeader	FactionReligion catholic, not I_WorldwideAncillaryExists King_of_Bohemia, EndedInSettlement, SettlementName Prague_Province, Attribute Command>= 2, Attribute Authority>= 4,
-	King_of_Castille_trigger	CharacterTurnEndInSettlement	King_of_Castille	100	IsFactionLeader	FactionReligion catholic, not I_WorldwideAncillaryExists King_of_Castille, EndedInSettlement, SettlementName Burgos_Province, Attribute Command>= 2, Attribute Authority>= 4, 
-	King_of_Croatia_trigger	CharacterTurnEndInSettlement	King_of_Croatia	100	IsFactionLeader	FactionReligion catholic, not I_WorldwideAncillaryExists King_of_Croatia, EndedInSettlement, SettlementName Biograd_Province, Attribute Command>= 2, Attribute Authority>= 4, 
-	King_of_Cyprus_trigger	CharacterTurnEndInSettlement	King_of_Cyprus	100	IsFactionLeader	not FactionReligion islam, not FactionReligion shia, not FactionReligion pagan, not I_WorldwideAncillaryExists King_of_Cyprus, EndedInSettlement, SettlementName Nicosia_Province, Attribute Command>= 2, Attribute Authority>= 4, 
-	King_of_England_trigger	CharacterTurnEndInSettlement	King_of_England	100	IsFactionLeader	FactionReligion catholic, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_England,  I_SettlementOwner London_Province= england, I_SettlementOwner York_Province= england,  I_SettlementOwner Norwich_Province= england, EndedInSettlement, SettlementName London_Province
-	King_of_France_trigger	CharacterTurnEndInSettlement	King_of_France	100	IsFactionLeader	FactionReligion catholic, Attribute Loyalty >= 5, Attribute Command>= 1, Attribute Authority>= 2, not I_WorldwideAncillaryExists King_of_France
