Factions	Character Notes	Sorting Order	Sub Faction	Name	Character Type	Character Gender	Status	Was leader?	age	x	y	Traits	Ancillaries	ARMIES (Max 20 units)
hre	-	410	-	Otto_mjrr von_Dieben	character_record	male	off_map	never_a_leader	56	-	-	-	-	-
hre	-	411	-	Tochter_dbt von_Dieben	character_record	female	dead 6	never_a_leader	55	-	-	-	-	-
hre	-	412	-	Tochter_idbt von_Dieben	character_record	female	dead 6	never_a_leader	54	-	-	-	-	-
hre	-	413	-	Sieghard_mb von_Chiemgau	character_record	male	dead 36	never_a_leader	70	-	-	-	-	-
hre	Count of Tengling, Count of Salzburggau	414	-	Friedrich_ssb von_Pongau	character_record	male	dead 10	never_a_leader	32	-	-	-	-	-
hre	-	415	-	Hildburg_dsb von_Chiemgau	character_record	female	off_map	never_a_leader	31	-	-	-	-	-
hre	-	416	-	Tochter_mb von_Schwarzenburg	character_record	female	alive	never_a_leader	30	-	-	-	-	-
hre	-	417	-	Adalbert_sea von_Bogen	character_record	male	off_map	never_a_leader	38	-	-	-	-	-
hre	-	418	-	Adalbert_sal von_Bogen	character_record	male	off_map	never_a_leader	9	-	-	-	-	-
hre	-	419	-	Friedrich_sal von_Bogen	character_record	male	off_map	never_a_leader	6	-	-	-	-	-
hre	later Archbishop of Cologne	421	-	Frederick von_Koln	character_record	male	off_map	never_a_leader	5	-	-	-	-	-
hre	-	422	-	Adalbert_mb von_Ortenburg	character_record	male	off_map	never_a_leader	42	-	-	-	-	-
hre	-	423	-	Mechtild_mb	character_record	female	dead 26	never_a_leader	99	-	-	-	-	-
hre	-	424	-	Heinrich_shm von_Dagsburg	character_record	male	dead 15	never_a_leader	85	-	-	-	-	-
hre	-	425	-	Richwin_mh von_Scarponnois	character_record	male	dead 28	never_a_leader	98	-	-	-	-	-
hre	repeated character	426	-	Louis_rsrh Pfirt	character_record	male	dead 9	never_a_leader	80	-	-	-	-	-
hre	-	427	-	Adalbert_mai von_Calw	character_record	male	dead 33	never_a_leader	97	-	-	-	-	-
hre	-	428	-	Berthe_daa von_Calw	character_record	female	dead 10	never_a_leader	80	-	-	-	-	-
hre	repeated character	429	-	Adalbert_rsaa von_Calw	character_record	male	off_map	never_a_leader	50	-	-	-	-	-
hre	REBEL	430	-	Otto_MR von_Northeim	character_record	male	off_map	never_a_leader	60	-	-	-	-	-
hre	-	431	-	Magnus_AOR Billung	character_record	male	off_map	never_a_leader	35	-	-	-	-	-
hre	REBEL	432	-	Heinrich_SOR das_Fett	character_record	male	off_map	never_a_leader	25	-	-	-	-	-
hre	-	433	-	Ida_DOR	character_record	female	alive	never_a_leader	24	-	-	-	-	-
hre	-	434	-	Ethelinde_DOR	character_record	female	alive	never_a_leader	22	-	-	-	-	-
hre	-	435	-	Konrad_maii von_Dachau	character_record	male	off_map	never_a_leader	50	-	-	-	-	-
hre	-	436	-	Willibirg_ska	character_record	male	off_map	never_a_leader	2	-	-	-	-	-
hre	-	437	-	Konrad_ska	character_record	male	off_map	never_a_leader	0	-	-	-	-	-
hre	-	438	-	Dorothea	character_record	female	dead 20	never_a_leader	80	-	-	-	-	-
hre	-	439	-	Reginar_sld	character_record	male	dead 3	never_a_leader	55	-	-	-	-	-
hre	-	440	-	Eckard_mr von_Scheyern	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
hre	-	441	-	Otto_ser von_Scheyern	character_record	male	alive	never_a_leader	0	-	-	-	-	-
hre	-	442	-	Heinrich_sld von_Leuven	character_record	male	dead 10	never_a_leader	54	-	-	-	-	-
hre	-	443	-	Otto_ml von_Loon	character_record	male	dead 16	never_a_leader	88	-	-	-	-	-
hre	-	444	-	Gislebert_sol von_Loon	character_record	male	dead 35	never_a_leader	60	-	-	-	-	-
hre	-	445	-	Regelinde_ma von_Lothringen	character_record	female	dead 12	never_a_leader	99	-	-	-	-	-
hre	reapeated character	446	-	Albert_sar von_Namur	character_record	male	off_map	never_a_leader	53	-	-	-	-	-
hre	-	447	-	Heinrich_sar von_Namur-Durbuy	character_record	male	off_map	never_a_leader	42	-	-	-	-	-
hre	-	448	-	Ermengard_dar von_Namur	character_record	female	alive	never_a_leader	20	-	-	-	-	-
hre	reapeated character	449	-	Gerard_rmh von_Lothringen	character_record	male	dead 10	never_a_leader	80	-	-	-	-	-
hre	-	450	-	Beatrix_dgh von_Lothringen	character_record	female	alive	never_a_leader	29	-	-	-	-	-
hre	reapeated character	451	-	Gerard_rsgh von_Vaudemont	character_record	male	off_map	never_a_leader	23	-	-	-	-	-
hre	-	452	-	Fulbert_mo von_Oudenaarde	character_record	male	off_map	never_a_leader	60	-	-	-	-	-
hre	-	453	-	Arnold_sfo von_Soissons	character_record	male	off_map	never_a_leader	40	-	-	-	-	-
hre	-	454	-	Hilla_mo von_Pfirt	character_record	female	dead 3	never_a_leader	35	-	-	-	-	-
hre	-	455	-	Werner_soh von_Habsburg	character_record	male	alive	never_a_leader	4	-	-	-	-	-
hre	-	456	-	Bertha_mg von_Flandern	character_record	female	dead 43	never_a_leader	90	-	-	-	-	-
hre	Count of Geneva	457	-	Gerold_sgb Etichonid	character_record	male	dead 1	never_a_leader	68	-	-	-	-	-
hre	-	458	-	Hildegard_dgb Etichonid	character_record	female	alive	never_a_leader	66	-	-	-	-	-
hre	-	459	-	Konon_sgb Etichonid	character_record	male	off_map	never_a_leader	55	-	-	-	-	-
hre	-	460	-	Henry_mg von_Frankreich	character_record	male	dead 20	never_a_leader	68	-	-	-	-	-
hre	-	461	-	Immula_me von_Turin	character_record	female	alive	never_a_leader	56	-	-	-	-	-
hre	-	462	-	Ekbert_sei von_Meiben	character_record	male	off_map	never_a_leader	32	-	-	-	-	-
hre	-	463	-	Leopold_mi von_Ungarnmark	character_record	male	dead 37	never_a_leader	55	-	-	-	-	-
hre	-	464	-	Oda_dli von_Babenberg	character_record	female	alive	never_a_leader	40	-	-	-	-	-
hre	REBEL	465	-	Egilmar_mr von_Oldenburg	character_record	male	off_map	never_a_leader	60	-	-	-	-	-
hre	-	466	-	Richenza_dli von_Dithmarschen	character_record	female	alive	never_a_leader	35	-	-	-	-	-
hre	REBEL	467	-	Egilmar_ser von_Oldenburg	character_record	male	off_map	never_a_leader	12	-	-	-	-	-
hre	-	468	-	Mechthild_mei	character_record	female	dead 6	never_a_leader	57	-	-	-	-	-
hre	-	469	-	Otto_SED von_Weimar	character_record	male	dead 13	never_a_leader	44	-	-	-	-	-
hre	-	470	-	Kunigunde_sem von_Weimar	character_record	female	alive	never_a_leader	28	-	-	-	-	-
hre	anti-King	471	-	Rudolf von_Rheinfelden	character_record	male	off_map	never_a_leader	55	-	-	-	-	-
hre	-	472	-	Kunegonde_drt von_Rheinfelden	character_record	female	alive	never_a_leader	40	-	-	-	-	-
hre	REBEL	473	-	Berthold von_Rheinfelden	character_record	male	off_map	never_a_leader	20	-	-	-	-	-
hre	-	474	-	Bertha von_Turin	character_record	female	alive	never_a_leader	29	-	-	-	-	-
hre	-	475	-	Konrad_iii von_Italien	character_record	male	off_map	never_a_leader	6	-	-	-	-	-
hre	-	476	-	Henry_i	character_record	male	alive	current_heir	0	-	-	-	-	-
hre	-	477	-	Mathild von_Verdun	character_record	female	dead 3	never_a_leader	61	-	-	-	-	-
hre	-	478	-	Hermann_i von_Lotharingia	character_record	male	off_map	never_a_leader	44	-	-	-	-	-
hre	First King Hungary	479	-	Sanctus Stephanus	character_record	male	dead 42	never_a_leader	90	-	-	-	-	-
hre	-	480	-	Hiltiburg_ma von_Bayern	character_record	female	dead 40	never_a_leader	93	-	-	-	-	-
hre	-	481	-	Arnold_sah von_Karntner	character_record	male	dead 24	never_a_leader	80	-	-	-	-	-
hre	-	482	-	Beatrice_mb	character_record	female	dead 26	never_a_leader	92	-	-	-	-	-
hre	-	483	-	Thiemo_sbb von_Schweinachgau	character_record	male	dead 30	never_a_leader	79	-	-	-	-	-
hre	-	484	-	Esiko_mm von_Ballenstedt	character_record	male	dead 21	never_a_leader	91	-	-	-	-	-
hre	Repeated Character	485	-	Adalbert_rsem	character_record	male	off_map	never_a_leader	50	-	-	-	-	-
hre	-	486	-	Adelheid_dem von_Ballenstedt	character_record	female	dead 1	never_a_leader	60	-	-	-	-	-
hre	-	487	-	Irmgard_ma	character_record	female	dead 38	never_a_leader	90	-	-	-	-	-
hre	-	488	-	Gepa_dai von_Werl	character_record	female	dead 32	never_a_leader	75	-	-	-	-	-
hre	-	489	-	Fridewiga_mb	character_record	female	dead 16	never_a_leader	85	-	-	-	-	-
hre	-	490	-	Konrad_sbf von_Werl-Arnsberg	character_record	male	off_map	never_a_leader	60	-	-	-	-	-
hre	-	491	-	Hermann_sbf zur_Lippe	character_record	male	off_map	never_a_leader	55	-	-	-	-	-
hre	-	492	-	Heinrich_sbf von_Werl	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
hre	-	493	-	Richeza_DOT von_Lotharingia	character_record	female	dead 17	never_a_leader	80	-	-	-	-	-
hre	-	494	-	Oda_dhr von_Werl	character_record	female	alive	never_a_leader	31	-	-	-	-	-
hre	Repeated Character	495	-	Kuno_rshr von_Northeim	character_record	male	off_map	never_a_leader	25	-	-	-	-	-
hre	-	496	-	Ida_me	character_record	female	dead 30	never_a_leader	105	-	-	-	-	-
hre	-	497	-	Herman_sei von_Schwaben	character_record	male	dead 42	never_a_leader	90	-	-	-	-	-
hre	-	498	-	Ernest_sei von_Schwaben	character_record	male	dead 50	never_a_leader	89	-	-	-	-	-
hre	-	499	-	Leopold_sei	character_record	male	dead 31	never_a_leader	80	-	-	-	-	-
hre	-	500	-	Alberada_mg	character_record	female	dead 28	never_a_leader	103	-	-	-	-	-
hre	Repeated Character	501	-	Mathild_dga von_Verdun	character_record	female	dead 32	never_a_leader	90	-	-	-	-	-
hre	Duke of Lower Lorraine	502	-	Godfrey der_Bartige	character_record	male	dead 11	never_a_leader	89	-	-	-	-	-
hre	Count of Montbéliard, Count of Altkirch, Count of Ferrette, Count of Bar de Montbéliard	503	-	Louis_ms Pfirt	character_record	male	dead 9	never_a_leader	69	-	-	-	-	-
hre	-	504	-	Frederic_sls Montbeliard	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
hre	-	505	-	Liutbirg_mm von_Plain	character_record	female	dead 6	never_a_leader	82	-	-	-	-	-
hre	-	506	-	Liutold_sml von_Eppenstein	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
hre	-	507	-	Ulrich_sml von_Eppenstein	character_record	male	off_map	never_a_leader	25	-	-	-	-	-
hre	Repeated Character	508	-	Ottokar_rmw von_Steiermark	character_record	male	dead 16	never_a_leader	80	-	-	-	-	-
hre	-	509	-	Adalbero_sow	character_record	male	off_map	never_a_leader	29	-	-	-	-	-
hre	Repeated Character	510	-	Ottokar_rsow	character_record	male	off_map	never_a_leader	25	-	-	-	-	-
hre	-	511	-	Amelrada_md von_Ammensleben	character_record	female	alive	never_a_leader	20	-	-	-	-	-
hre	-	512	-	Bia_md von_Ammensleben	character_record	female	alive	never_a_leader	21	-	-	-	-	-
hre	-	513	-	Renaud_mr von_Burgund	character_record	male	off_map	never_a_leader	22	-	-	-	-	-
hre	-	514	-	Richilde_mb	character_record	female	alive	never_a_leader	49	-	-	-	-	-
hre	-	515	-	Arnulf_sbr von_Flandern	character_record	male	dead 9	never_a_leader	30	-	-	-	-	-
hre	-	516	-	Wilhelm_mm von_der_Normandie	character_record	male	off_map	never_a_leader	53	-	-	-	-	-
hre	-	517	-	Philip von_Frankreich	character_record	male	off_map	never_a_leader	28	-	-	-	-	-
hre	-	518	-	Gertrud_md von_Braunschweig	character_record	female	alive	never_a_leader	20	-	-	-	-	-
hre	-	519	-	Konrad_mo von_Wettin-Brehna	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
hre	-	520	-	Geza_msi	character_record	male	dead 3	never_a_leader	40	-	-	-	-	-
hre	-	521	-	Adela_md	character_record	female	alive	never_a_leader	24	-	-	-	-	-
hre	-	522	-	Dirk_sda von_Horn	character_record	male	off_map	never_a_leader	4	-	-	-	-	-
hre	-	523	-	Herman_sda von_Horn	character_record	male	alive	never_a_leader	1	-	-	-	-	-
hre	-	524	-	Agnes_ma von_Mainz	character_record	female	alive	never_a_leader	22	-	-	-	-	-
hre	-	525	-	Gerard_saa von_Loon	character_record	male	alive	never_a_leader	4	-	-	-	-	-
hre	-	526	-	Arnold_saa von_Loon	character_record	male	off_map	never_a_leader	3	-	-	-	-	-
hre	-	527	-	Otto_saa von_Rieneck	character_record	male	off_map	never_a_leader	2	-	-	-	-	-
hre	-	528	-	Gottschalk_saa von_Loon	character_record	male	off_map	never_a_leader	1	-	-	-	-	-
hre	-	529	-	Justizia_dea Babenberg	character_record	female	alive	never_a_leader	38	-	-	-	-	-
hre	-	530	-	Burkhard_mt von_Moosburg	character_record	male	dead 17	never_a_leader	80	-	-	-	-	-
hre	-	531	-	Burkhard_sbt von_Moosburg	character_record	male	off_map	never_a_leader	33	-	-	-	-	-
hre	Archbishop of Salzburg	532	-	Berchtold_sbt von_Moosburg	character_record	male	off_map	never_a_leader	31	-	-	-	-	-
hre	-	533	-	Mathilde_dbt von_Moosburg	character_record	female	alive	never_a_leader	29	-	-	-	-	-
hre	-	534	-	Hermann_mtii von_Poigen	character_record	male	dead 3	never_a_leader	60	-	-	-	-	-
hre	-	535	-	Gebhard_sht von_Poigen	character_record	male	off_map	never_a_leader	36	-	-	-	-	-
hre	-	536	-	Berthold_sht von_Poigen	character_record	male	off_map	never_a_leader	33	-	-	-	-	-
hre	-	537	-	Mathilde_mf von_Vohburg	character_record	female	alive	never_a_leader	40	-	-	-	-	-
hre	repeated character	538	-	Sieghard_rsfm von_Pongau	character_record	male	off_map	never_a_leader	17	-	-	-	-	-
hre	-	539	-	Heinrich_sfm von_Pongau	character_record	male	off_map	never_a_leader	16	-	-	-	-	-
hre	-	540	-	Friedrich_sfm von_Pongau	character_record	male	off_map	never_a_leader	15	-	-	-	-	-
hre	-	541	-	Kunigunde_sfm von_Pongau	character_record	male	off_map	never_a_leader	14	-	-	-	-	-
hre	of Bohemia	542	-	Konrad_mh Premyslid	character_record	male	off_map	never_a_leader	42	-	-	-	-	-
hre	-	543	-	Tochter_mh von_Moha	character_record	female	alive	never_a_leader	60	-	-	-	-	-
hre	-	544	-	Gerhard_sht von_Egisheim	character_record	male	dead 5	never_a_leader	38	-	-	-	-	-
hre	-	545	-	Egino_mb von_Urach	character_record	male	dead 32	never_a_leader	80	-	-	-	-	-
hre	repeated character	546	-	Egino_rseb dUrach	character_record	male	off_map	never_a_leader	60	-	-	-	-	-
hre	-	547	-	Kordula_MM	character_record	female	alive	never_a_leader	37	-	-	-	-	-
hre	repeated character	548	-	Gebhard_rsmk von_Supplinburg	character_record	male	off_map	never_a_leader	19	-	-	-	-	-
hre	-	549	-	Sophia_DMK	character_record	female	off_map	never_a_leader	18	-	-	-	-	-
hre	REBEL	550	-	Thimo die_tapferen	character_record	male	off_map	never_a_leader	45	-	-	-	-	-
hre	the great, REBEL	551	-	Konrad_sti	character_record	male	off_map	never_a_leader	5	-	-	-	-	-
hre	-	552	-	Adela_mh von_Orthen	character_record	female	alive	never_a_leader	52	-	-	-	-	-
hre	-	553	-	Heinrich_isha von_Leuven	character_record	male	off_map	never_a_leader	28	-	-	-	-	-
hre	REBEL	554	-	Welf_ME von_Mailand	character_record	male	off_map	never_a_leader	47	-	-	-	-	-
hre	REBEL	555	-	Welf_SWE das_Fett	character_record	male	off_map	never_a_leader	8	-	-	-	-	-
hre	-	556	-	Herman_me von_Malsen	character_record	male	off_map	never_a_leader	18	-	-	-	-	-
hre	-	557	-	Hendrik_she von_Cuijk	character_record	male	off_map	never_a_leader	0	-	-	-	-	-
hre	France	558	-	Etienne_mb von_Burgund	character_record	male	off_map	never_a_leader	15	-	-	-	-	-
hre	-	559	-	Erlande_mg von_Geldenaken	character_record	female	alive	never_a_leader	58	-	-	-	-	-
hre	repeated character	560	-	Emmon_rsge von_Loon	character_record	male	dead 2	never_a_leader	40	-	-	-	-	-
hre	-	561	-	Thetberge_mg von_Rheinfelden	character_record	female	alive	never_a_leader	38	-	-	-	-	-
hre	-	562	-	Jeanne_dgt Etichonid	character_record	female	alive	never_a_leader	25	-	-	-	-	-
hre	-	563	-	Friedrich_mh von_Buren	character_record	male	off_map	never_a_leader	62	-	-	-	-	-
hre	-	564	-	Adelheid_dfh von_Staufen	character_record	female	alive	never_a_leader	44	-	-	-	-	-
hre	-	565	-	Otto_sfh von_Staufen	character_record	male	off_map	never_a_leader	31	-	-	-	-	-
hre	-	566	-	Sviatoslav_mo von_Kiew	character_record	male	dead 4	never_a_leader	53	-	-	-	-	-
hre	-	567	-	Adela_mo	character_record	female	dead 1	never_a_leader	44	-	-	-	-	-
hre	-	568	-	Oda_doa	character_record	female	alive	never_a_leader	30	-	-	-	-	-
hre	-	569	-	Adelheid_doa von_Weimar	character_record	female	alive	never_a_leader	25	-	-	-	-	-
hre	-	570	-	Adelheid_doai von_Weimar-Istrien-Krain	character_record	female	alive	never_a_leader	16	-	-	-	-	-
hre	-	571	-	Hedwig_doa von_Weimar-Istrien	character_record	female	alive	never_a_leader	15	-	-	-	-	-
hre	-	572	-	Kuno_mk von_Northeim	character_record	male	off_map	never_a_leader	39	-	-	-	-	-
hre	-	573	-	Egino dUrach	character_record	male	off_map	never_a_leader	40	-	-	-	-	-
hre	-	574	-	Siburg	character_record	female	dead 2	never_a_leader	46	-	-	-	-	-
hre	Duke of Carinthia	575	-	Berthold_ii von_Karnten	character_record	male	dead 2	never_a_leader	30	-	-	-	-	-
hre	-	576	-	Otto_v von_Wetterau-Rheinfelden	character_record	male	off_map	never_a_leader	29	-	-	-	-	-
hre	-	577	-	Regilla_ma von_Verdun	character_record	female	alive	never_a_leader	70	-	-	-	-	-
hre	-	578	-	Mathilde_dar von_Pitten	character_record	female	alive	never_a_leader	53	-	-	-	-	-
hre	-	579	-	Willibirg_dar von_Karntner	character_record	female	alive	never_a_leader	51	-	-	-	-	-
hre	-	580	-	Haziga_mt	character_record	female	dead 32	never_a_leader	79	-	-	-	-	-
hre	Count of Formbach	581	-	Heinrich_sth von_Formbach	character_record	male	dead 50	never_a_leader	66	-	-	-	-	-
hre	Count of Windberg, Count of Vils and Isar	582	-	Meginhard_sth von_Windberg	character_record	male	dead 10	never_a_leader	65	-	-	-	-	-
hre	Count of Formbach, Count of Schweinachgau	583	-	Thiemo_sth von_Formbach	character_record	male	dead 39	never_a_leader	64	-	-	-	-	-
hre	-	584	-	Friedrich_sth von_Formbach	character_record	male	dead 21	never_a_leader	63	-	-	-	-	-
hre	-	585	-	Thiemo_ma von_Schraplau	character_record	male	off_map	never_a_leader	62	-	-	-	-	-
hre	-	586	-	Esiko_sta von_Schraplau	character_record	male	off_map	never_a_leader	40	-	-	-	-	-
hre	-	587	-	Ekkehard_sta von_Schraplau	character_record	male	off_map	never_a_leader	37	-	-	-	-	-
hre	-	588	-	Hermann_mg von_Saffenberg	character_record	male	off_map	never_a_leader	58	-	-	-	-	-
hre	-	589	-	Adalbert_sha von_Saffenberg	character_record	male	dead 6	never_a_leader	43	-	-	-	-	-
hre	Repeated Character	590	-	Mathilde_rmk von_Northeim	character_record	female	alive	never_a_leader	22	-	-	-	-	-
hre	-	591	-	Hermann_skm von_Arnsberg	character_record	male	off_map	never_a_leader	6	-	-	-	-	-
hre	-	592	-	Friedrich_skm von_Arnsberg	character_record	male	off_map	never_a_leader	5	-	-	-	-	-
hre	REBEL	593	-	Lothar_Udo von_Stade	character_record	male	off_map	never_a_leader	55	-	-	-	-	-
hre	REBEL	594	-	Heinrich_slo von_Stade	character_record	male	off_map	never_a_leader	17	-	-	-	-	-
hre	REBEL	595	-	Lothar-Udo_slo von_Stade	character_record	male	off_map	never_a_leader	10	-	-	-	-	-
hre	-	596	-	Adelaide_i von_Susa	character_record	female	dead 31	never_a_leader	90	-	-	-	-	-
hre	-	597	-	Herman_V von_Kastl	character_record	male	dead 24	never_a_leader	77	-	-	-	-	-
hre	-	598	-	Gebhard von_Sulzbach	character_record	male	dead 9	never_a_leader	76	-	-	-	-	-
hre	-	599	-	Adalbert von_Windberg	character_record	male	off_map	never_a_leader	56	-	-	-	-	-
hre	-	600	-	Adelaide_ii von_Oesterreich	character_record	female	alive	never_a_leader	44	-	-	-	-	-
hre	Repeated Character	601	-	Beatrice_i von_Bar	character_record	female	dead 4	never_a_leader	89	-	-	-	-	-
hre	Duke of Lower Lorraine	602	-	Godfrey_i der_Glockner	character_record	male	dead 4	never_a_leader	75	-	-	-	-	-
hre	-	603	-	Ida_ii von_Lothringen	character_record	female	dead 5	never_a_leader	74	-	-	-	-	-
hre	-	604	-	Ermentrude_mt von_Burgund	character_record	female	alive	never_a_leader	25	-	-	-	-	-
hre	-	605	-	Agnes_mf von_Savoyen	character_record	female	off_map	never_a_leader	15	-	-	-	-	-
hre	-	606	-	Beatrix_mh zu_Wasserburg	character_record	female	alive	never_a_leader	28	-	-	-	-	-
hre	-	607	-	Ida_mb von_Leuven	character_record	female	alive	never_a_leader	20	-	-	-	-	-
hre	-	608	-	Acica_mb	character_record	female	alive	never_a_leader	26	-	-	-	-	-
hre	-	609	-	Eberhard_mmi von_Ratzenhofen	character_record	male	off_map	never_a_leader	33	-	-	-	-	-
hre	-	610	-	Beatrix_mb von_Mainz	character_record	female	alive	never_a_leader	30	-	-	-	-	-
hre	-	611	-	Mathilde_mfi von_Lechsgemund	character_record	female	alive	never_a_leader	20	-	-	-	-	-
hre	-	612	-	Richarda_mg	character_record	female	alive	never_a_leader	40	-	-	-	-	-
hre	-	613	-	Helwidis_mg Etichonid	character_record	female	alive	never_a_leader	18	-	-	-	-	-
hre	king hungary	614	-	Geza	character_record	male	dead 3	never_a_leader	36	-	-	-	-	-
hre	Repeated character	615	-	Wulfhilde_MH	character_record	female	alive	never_a_leader	7	-	-	-	-	-
hre	-	616	-	Ida_mgii von_Namur	character_record	female	alive	never_a_leader	15	-	-	-	-	-
hre	-	617	-	Amedee_mj von_Savoyen	character_record	male	dead 0	never_a_leader	30	-	-	-	-	-
hre	Duke of Carinthia	618	-	Berthold_ma von_Karnten	character_record	male	dead 2	never_a_leader	46	-	-	-	-	-
hre	Margrave of Baden. Margrave of Verona	619	-	Herman_sba	character_record	male	dead 6	never_a_leader	33	-	-	-	-	-
hre	-	620	-	Gebhard_sba	character_record	male	off_map	never_a_leader	32	-	-	-	-	-
hre	-	621	-	Agnes_mf	character_record	female	alive	never_a_leader	8	-	-	-	-	-
hre	-	622	-	Ekbert_mo	character_record	male	off_map	never_a_leader	40	-	-	-	-	-
hre	-	623	-	Adalbert_ma	character_record	male	off_map	never_a_leader	50	-	-	-	-	-
hre	-	624	-	Siegfried_saa von_Weimar-Orlamunde	character_record	male	off_map	never_a_leader	5	-	-	-	-	-
hre	-	625	-	Friedrich_mai von_Dieben	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
hre	-	626	-	Hermann_ma Formbach	character_record	male	off_map	never_a_leader	31	-	-	-	-	-
hre	-	627	-	Ekbert_mm von_Formbach	character_record	male	off_map	never_a_leader	58	-	-	-	-	-
hre	-	628	-	Eberhard_sem von_Formbach-Pitten	character_record	male	off_map	never_a_leader	36	-	-	-	-	-
hre	-	629	-	Ekbert_sem von_Formbach-Pitten	character_record	male	off_map	never_a_leader	34	-	-	-	-	-
hre	-	630	-	Dietmar_sem von_Formbach-Pitten	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
hre	-	631	-	Oci_mw von_Traungau	character_record	male	dead 6	never_a_leader	53	-	-	-	-	-
hre	Repeated Character	632	-	Ottokar Margraf	character_record	male	off_map	never_a_leader	38	-	-	-	-	-
hre	-	633	-	Himiltrud_mh	character_record	female	dead 31	never_a_leader	66	-	-	-	-	-
hre	-	634	-	Tuta_dhh von_Formbach	character_record	female	off_map	never_a_leader	50	-	-	-	-	-
hre	-	635	-	Mathilde_mm von_Rheinhausen	character_record	female	dead 3	never_a_leader	60	-	-	-	-	-
hre	-	636	-	Konrad_smm von_Windberg	character_record	male	off_map	never_a_leader	40	-	-	-	-	-
hre	-	637	-	Ulrich_smm von_Windberg	character_record	male	off_map	never_a_leader	38	-	-	-	-	-
hre	-	638	-	Hermann_smm von_Winzenburg	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
hre	-	639	-	Tochter_mt von_Braunschweig	character_record	female	dead 18	never_a_leader	64	-	-	-	-	-
hre	-	640	-	Heinrich_stt von_Formbach	character_record	male	off_map	never_a_leader	51	-	-	-	-	-
hre	Repeated Character	641	-	Ekbert_rmm von_Formbach	character_record	male	off_map	never_a_leader	49	-	-	-	-	-
hre	Count of Windberg	642	-	Meginhard_stt von_Formbach	character_record	male	dead 14	never_a_leader	50	-	-	-	-	-
hre	-	643	-	Gertrude_mf Billung	character_record	female	dead 15	never_a_leader	63	-	-	-	-	-
hre	-	644	-	Hedwig_dfg von_Formbach	character_record	female	alive	never_a_leader	38	-	-	-	-	-
hre	-	645	-	Beatrice_ma	character_record	female	alive	never_a_leader	40	-	-	-	-	-
hre	-	646	-	Adolf_sab von_Saffenberg	character_record	male	off_map	never_a_leader	10	-	-	-	-	-
hre	Repeated Character	647	-	Haziga oder_Diessen	character_record	female	dead 6	never_a_leader	77	-	-	-	-	-
hre	-	648	-	Mathilde_ii	character_record	female	dead 2	never_a_leader	64	-	-	-	-	-
hre	-	649	-	Herman_shh von_Kastl	character_record	male	dead 3	never_a_leader	63	-	-	-	-	-
hre	-	650	-	Frederick_shh von_Kastl	character_record	male	off_map	never_a_leader	40	-	-	-	-	-
hre	-	651	-	Heidindrudis	character_record	female	alive	never_a_leader	49	-	-	-	-	-
hre	-	652	-	Gebhard_i von_Sulzbach	character_record	male	off_map	never_a_leader	14	-	-	-	-	-
hre	-	653	-	Hermann von_Peugen	character_record	male	off_map	never_a_leader	21	-	-	-	-	-
hre	aux Gernons	654	-	Eustace	character_record	male	off_map	never_a_leader	70	-	-	-	-	-
hre	-	655	-	Gerberge_dei von_Boulogne	character_record	female	dead 31	never_a_leader	57	-	-	-	-	-
hre	Count of Lens	656	-	Lambert von_Lens	character_record	male	dead 26	never_a_leader	56	-	-	-	-	-
hre	-	657	-	Godfrey von_Bouillon	character_record	male	off_map	never_a_leader	20	-	-	-	-	-
hre	-	658	-	Wiltrude_sgb von_Verdun	character_record	female	alive	never_a_leader	60	-	-	-	-	-
hre	England	659	-	Bertram_sgb von_Verdun	character_record	male	off_map	never_a_leader	57	-	-	-	-	-
hre	-	660	-	Adalbert_mw von_Calw	character_record	male	off_map	never_a_leader	50	-	-	-	-	-
hre	-	661	-	Gottfried_saw von_Calw	character_record	male	off_map	never_a_leader	20	-	-	-	-	-
hre	-	662	-	Uta_daw von_Calw	character_record	female	alive	never_a_leader	18	-	-	-	-	-
hre	-	663	-	Judit_mh von_Backnang-Sulichgau	character_record	female	alive	never_a_leader	34	-	-	-	-	-
hre	-	664	-	Gerard_mh von_Vaudemont	character_record	male	off_map	never_a_leader	22	-	-	-	-	-
hre	-	665	-	Hermann_shj	character_record	male	off_map	never_a_leader	20	-	-	-	-	-
hre	-	666	-	Berchtold	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
hre	-	667	-	Agnes_mb	character_record	female	alive	never_a_leader	25	-	-	-	-	-
hre	-	668	-	Berthold_sba	character_record	male	off_map	never_a_leader	12	-	-	-	-	-
hre	-	669	-	Konrad_sba	character_record	male	off_map	never_a_leader	10	-	-	-	-	-
hre	-	670	-	Eilika_mo	character_record	female	alive	never_a_leader	10	-	-	-	-	-
hre	-	671	-	Ratpoto von_Cham	character_record	male	dead 1	never_a_leader	64	-	-	-	-	-
hre	-	672	-	Mathilde_drm von_Cham	character_record	female	alive	never_a_leader	23	-	-	-	-	-
