Tree Name	Level Name	Level	City or Castle	Factions And/Or Cultures Required	Other Requirements (and / or) - see EDB (options)	wooden OR stone	Battle Building	Construction Time in Turns	Building Cost	Minimum Settlement Level	To, What, Level(s), Can, This, Building, Be, Upgraded?	Building Name on Battlemap	CENTRAL EUROPEAN	Full Description	Short Description	EASTERN EUROPEAN	Full Description	Short Description	GREEK	Full Description	Short Description	MIDDLE EASTERN	Full Description	Short Description	NORTHERN EUROPEAN	Full Description	Short Description	SOUTHERN EUROPEAN	Full Description	Short Description	STEPPE	Full Description	Short Description	ARAGON	Full Description	Short Description	ARMENIA	Full Description	Short Description	BOHEMIA	Full Description	Short Description	BYZANTIUM	Full Description	Short Description	CUMANS	Full Description	Short Description	DENMARK	Full Description	Short Description	EGYPT	Full Description	Short Description	ENGLAND	Full Description	Short Description	FRANCE	Full Description	Short Description	GEORGIA	Full Description	Short Description	HRE	Full Description	Short Description	HUNGARY	Full Description	Short Description	KIEV	Full Description	Short Description	LITHUANIA	Full Description	Short Description	MILAN	Full Description	Short Description	MOORS	Full Description	Short Description	NORWAY	Full Description	Short Description	NOVGOROD	Full Description	Short Description	PAPAL_STATES	Full Description	Short Description	PISA	Full Description	Short Description	POLAND	Full Description	Short Description	PORTUGAL	Full Description	Short Description	SCOTLAND	Full Description	Short Description	SELJUKS	Full Description	Short Description	SICILY	Full Description	Short Description	SLAVE	Full Description	Short Description	SPAIN	Full Description	Short Description	SWEDEN	Full Description	Short Description	SYRIA	Full Description	Short Description	TURKS	Full Description	Short Description	VENICE	Full Description	Short Description
Persian_Caravan_Garrisons	Jobba_kana	7	city	seljuks,	and building_present_min_level caravan large_caravanersary and event_counter is_player_autonomy 0	stone	-	6	9600	large_city	Boruj	arsenal	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	arsenal	arsenal	arsenal	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Caravan_Garrisons	Boruj	8	city	seljuks,	and building_present_min_level caravan large_caravanersary and event_counter is_player_autonomy 0	stone	-	8	15000	huge_city	Bab_e_homayun	fortification	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	fortification	fortification	fortification	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Caravan_Garrisons	Bab_e_homayun	9	city	seljuks,	and building_present_min_level caravan large_caravanersary and event_counter is_player_autonomy 0	stone	-	8	20000	huge_city	-	Royal Gate	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Royal Gate	Royal Gate	Royal Gate	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Royal_Citadel	Arg_e_saltanati	1	city	seljuks,	and building_present_min_level Middle_Eastern_homeland Dar_alImara and event_counter is_player_autonomy 0	wooden		4	3000	large_town	Dawlat_kana	Royal Citadel	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Royal Citadel	Arg (or Ark), the inner fortress or citadel of a walled city. The arg may also serve as the residence of a ruler and include other court and government offices. From Safavid through Qajar times, the arg of a provincial capital was generally the military headquarters and administrative center of the city and its dependencies. Though an arg is sometimes referred to as a qaḷʿa, the generic term for fortress, the latter term should more strictly designate an isolated fort or one sited at a strategic point outside the town it defends. The arg always lay inside the city wall, sometimes adjacent to it and functioning as part of the defenses; it is analogous to the Roman arx, from which the Persian word may have derived, as well as the Norman keep (donjon). Its etymology is obscure: the term appears in Middle Persian only in the compound argbed (q.v.) a military rank and, though evidently in use during the 3rd/9th century (see under Arg-e Zaranǰ below), does not occur frequently in New Persian before the early 11th/17th century. It is used also by Persian writers of Central Asia and northern India to designate the fortress of a city (e.g., Bukhara, Delhi). The principal Iranian towns that have been noted for their arg are Bam, Kermān, Shiraz, Tabrīz, Tehran, and Zaranǰ.	Royal Citadel	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Royal_Citadel	Dawlat_kana	2	city	seljuks,	and building_present_min_level Middle_Eastern_homeland Dar_alImara and event_counter is_player_autonomy 0	wooden	-	4	3000	large_town	kalwat_kana	royal precinct	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	royal precinct	royal precinct	royal precinct	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Royal_Citadel	kalwat_kana	3	city	seljuks,	and building_present_min_level Middle_Eastern_homeland Dar_alImara and event_counter is_player_autonomy 0	wooden	-	4	3000	large_town	Boyutat_e_Saltanati	royal enclosure	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	royal enclosure	royal enclosure	royal enclosure	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Royal_Citadel	Boyutat_e_Saltanati	4	city	seljuks,	and building_present_min_level Middle_Eastern_homeland Dar_alImara and event_counter is_player_autonomy 0	stone	-	6	6000	city	kezana_ye_kassa	royal houses	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	royal houses	The boyūtāt included those units of the royal household concerned with supplies and related basic services: larders, storerooms, coalbins, and cellars; essential facilities for food preparation, like cooking, baking, butchering, and roasting coffee; and court apothe­cary and baths. Another category consisted of magazines and storerooms for furnishings and other household objects, like lamps, firewood, candles, utensils, and carpets, as well as the royal treasury itself. Among workshops in the narrow sense those for weaving, fulling, garment making, shoemaking, cabinetmaking, goldsmithing, minting, and bookbinding have been attested. Finally, the stables were also included among the boyūtāt, In the Il-khanid period (7-8th/13th-14th centuries) merchants and artisans in the urban centers were not in a position to supply the daily and luxury needs of the court. To fill these needs two institutions were introduced under the aegis of the crown. On one hand, the ordū-bāzār (army bāzār) was especially geared to the needs of a mobile court, for it could be set up wherever the court and the army happened to be encamped. Subsequently the Jalayerids, Āq Qoyunlū, Qara Qoyunlū, and Timurids continued this practice. Only under the Safavids did the ordū-bāzār lose its significance. On the other hand, the prince maintained manufactories es­pecially to produce weapons and military equipment for the court. Also to be men­tioned are the numerous craftsmen and artists whom the Mongols and particularly Tīmūr and his followers forcibly transported as war booty to work under royal auspices, for example, in architecture, architectural decoration, and the arts of the book.	royal houses	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Royal_Citadel	kezana_ye_kassa	5	city	seljuks,	and building_present_min_level Middle_Eastern_homeland Dar_alImara and event_counter is_player_autonomy 0	stone	-	6	6000	city	kalwat_e_kassa	royal privy treasury	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	royal privy treasury	royal privy treasury	royal privy treasury	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Royal_Citadel	kalwat_e_kassa	6	city	seljuks,	and building_present_min_level Middle_Eastern_homeland Dar_alImara and event_counter is_player_autonomy 0	stone	-	3	7000	large_city	Andarun_e_kassa	palace enclosure	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	palace enclosure	palace enclosure	palace enclosure	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Royal_Citadel	Andarun_e_kassa	7	city	seljuks,	and building_present_min_level Middle_Eastern_homeland Dar_alImara and event_counter is_player_autonomy 0	stone	-	4	9000	huge_city	Talar_e_salam	Palace harem	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Palace harem	Palace harem	Palace harem	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Royal_Citadel	Talar_e_salam	8	city	seljuks,	and building_present_min_level Middle_Eastern_homeland Dar_alImara and event_counter is_player_autonomy 0	stone	-	6	12000	huge_city	Talar_ayvan	Audience hall	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Audience hall	Audience hall	Audience hall	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Royal_Citadel	Talar_ayvan	9	city	seljuks,	and building_present_min_level Middle_Eastern_homeland Dar_alImara and event_counter is_player_autonomy 0	stone	-	6	12000	huge_city	-	throne hall	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	throne hall	throne hall	throne hall	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Military_Trade	Ordu_bazar	1	city	seljuks,	and event_counter is_player_autonomy 0	wooden	-	3	1000	town	Taktaband	army bazar	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	army bazar	army bazar	army bazar	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Military_Trade	Taktaband	2	city	seljuks,	and event_counter is_player_autonomy 0	wooden	-	4	2000	large_town	Riktagar	sawyers shops	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	sawyers shops	sawyers shops	sawyers shops	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Military_Trade	Riktagar	3	city	seljuks,	and event_counter is_player_autonomy 0	stone	-	5	3000	city	Sangtaras	smiths	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	smiths	smiths	smiths	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Military_Trade	Sangtaras	4	city	seljuks,	and event_counter is_player_autonomy 0	stone	-	5	4000	city	Kamangar	stonemasons	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	stonemasons	stonemasons	stonemasons	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Military_Trade	Kamangar	5	city	seljuks,	and event_counter is_player_autonomy 0	stone	-	8	7000	city	Tuqumduz	bowmaker	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	bowmaker	bowmaker	bowmaker	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Military_Trade	Tuqumduz	6	city	seljuks,	and event_counter is_player_autonomy 0	stone	-	10	9000	large_city	Sarraj	harness makers	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	harness makers	harness makers	harness makers	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Military_Trade	Sarraj	7	city	seljuks,	and event_counter is_player_autonomy 0	stone	-	10	12000	large_city	Tarkesduz	saddlers	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	saddlers	saddlers	saddlers	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Persian_Military_Trade	Tarkesduz	8	city	seljuks,	and event_counter is_player_autonomy 0	stone	-	15	12000	huge_city	-	quivermakers	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	quivermakers	quivermakers	quivermakers	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hungarian_Szekler	Szekler_tribes	1	city	hungary,	and event_counter is_player_autonomy 0	wooden	-	1	600	village	Szekler_land	Székely törzsek	Székely törzsek	The Székely (Szeklers) a subgroup of the Hungarian people. Their language is a dialect of Hungarian, and according to their legends they are descended from Attila's huns who remained in the Carpathian basin following the fall of the Hun empire. All we know for certain is that the Székely greeted the arriving Magyars in 896 with open arms and helped them conquer the Carpathian basin. The Székely nation had collective rights in the middle ages, they were all looked upon as nobles and serfdom was not present amongst themselves. The Székelys did not have to pay taxes (with the exception of the "Cattle tax", which was presented to the royal court when a new king was elected, or when a royal heir was born) but in exchange they had to fufill martial duties, such as guarding the Hungarian frontier, and when duty called, they made up the bulk of the Hungarian vanguard. They were regarded by contemporaries as the finest warriors of Transylvania. Their social hierarchy was also dependant on which part of the armed forces the Székely individual belonged to. The lowest ranking Székelys were the "gyalogok" (foot soldiers) who served as both archers and melee combatants in the Hungarian armies; the middle-class were the "lófők" (horsemen) they served as mounted archers and light cavalry, and at the top of the hierarchy were the "előkelők" (nobles) who could afford the highest quality weapons and armor as well as the finest horses. Interestingly the Székelys and the Magyar populace (including the serfs and commoners) as a whole was not illiterate as most of the population in Europe was: they had a special writing method called the "rovás", which can be compared to the runic writing present in northern Europe, therefore they could both read and write. Historically the Székelys inhabited the border regions of Hungary, Transylvania, and Moldova.	The Székely (Szeklers) a subgroup of the Hungarian people. Their language is a dialect of Hungarian, and according to their legends they are descended from Attila's huns who remained in the Carpathian basin following the fall of the Hun empire. All we know for certain is that the Székely greeted the arriving Magyars in 896 with open arms and helped them conquer the Carpathian basin.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hungarian_Szekler	Szekler_land	2	city	hungary,	and event_counter is_player_autonomy 0	wooden	-	2	1200	town	Szekler_border_guards	Székelyföld	Székelyföld	Székelyföld (latin:. terra Siculorum eng:. Land of the Szeklers) is the name used for the territory granted by the Hungarian state to be settled by the Szeklers. Settlement of the populace and the division of land was dependent on the ancient Szekler clan system: each member of the Szekler nation was a part of a "nem" or clan, therefore the various "nemek" settled close to each other. The Szeklers were allowed to govern this area in accordance with their ancient laws, as their judicial systems were more or less the same as the Hungarian tribal system used during the Principality period, instead of the new judicial system established to suit the needs of the feudalistic and catholic Kingdom of Hungary. The land itself was divided among the clans, therefore the various clans owned the lands granted to them collectively, therefore if you were a member of a clan, then you could hunt in the forests, fish in the lakes and rivers and graze your cattle freely in the lands owned by your clan without any restrictions that applied to the members of the feudalistic Hungarian state, as usually forests, lakes and rivers were owned either by the King or the nobility. Although this grant of land would allow the Szeklers to start growing crops of their own, the majority of the Szeklers are still practicing pastoralism. Historically Székelyföld was located in south and eastern Transylvania.	Székelyföld (latin:. terra Siculorum eng:. Land of the Szeklers) is the name used for the territory granted by the Hungarian state to be settled by the Szeklers. Settlement of the populace and the division of land was dependent on the ancient Szekler clan system: each member of the Szekler nation was a part of a "nem" or clan, therefore the various "nemek" settled close to each other.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hungarian_Szekler	Szekler_border_guards	3	city	hungary,	and event_counter is_player_autonomy 0	wooden	-	3	2400	large_town	abandonment_nomadic	Székely határőrség	Székely határőrség	"A Székely határőrség kialakítása" (English: the organization of the Szekler border guards) is the reinforcement of the forces defending the borders of this province with mounted Székely horse archers called the Lövők (Sharpshooters). The duties of these federal guards included the organization of border patrols, the protection of the royal trade caravans, that transported salt, livestock (such as horses and cattle), iron, gold and silver throughout the Kingdom, as well as the protection of travelers who crossed into Hungary. They also had to report suspicious activity along the border, therefore they acted as messengers and scouts as well. In exchange for these services, the Székely's did not have to pay taxes (with the exception of the "Cattle tax", which was presented to the royal court when a new king was elected, or when a royal heir was born), and the entire Székely nation were regarded as free men, or nobles. Historically the Szekler border guards proved to be quite effective, they patrolled several key areas including the border with Bohemia, the western border of Hungary with the Holy Roman Empire, as well as guarding the borders of their native Transylvania.	"A Székely határőrség kialakítása" (English: the organization of the Szekler border guards) is the reinforcement of the forces defending the borders of this province with mounted Székely horse archers called the Lövők (Sharpshooters). The duties of these federal guards included the organization of border patrols, the protection of the royal trade caravans, that transported salt, livestock (such as horses and cattle), iron, gold and silver throughout the Kingdom, as well as the protection of travelers who crossed into Hungary.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hungarian_Szekler	abandonment_nomadic	4	city	hungary,	and event_counter is_player_autonomy 0	stone	-	4	4800	city	Szekler_law	Áttérítés földművelésre	Áttérítés földművelésre	The Szeklers of this province are abandoning pastoralism in favor of farming and other settled activities. To understand the importance of this transition from nomadic to the settled way of life, one must examine Székely society prior to the transition. Initially the territory in which the Szeklers would settle was collectively owned by the nation as a whole, with the lands being divided among the various 'nemek' (clans) who utilized the lands mainly for grazing their animals. Following the settlement of Szekler populations in previously uninhabited areas, or densely forested areas that were deforested to make way for the new communities, the Szeklers slowly started to settle permanently. To support the population boom however, large amounts of food were needed, however animal husbandry did not provide enough, therefore the various communities and clans that lived far apart from each other began to form villages. This meant that the villages could utilize the lands more effectively, if they banded together. This meant that the previous division of land among the clans was broken, and in it's place the division of land by community began to take form. In essence this meant that the surrounding areas that belonged to the village were now the collective property of the community. To decide who utilized which parts of the land a system called 'nyílvonás' was established. Using the ancient Szekler runic writing named 'rovás', the names of the various areas around the system were engraved into arrows, which were placed in a quiver. The various families then proceeded to pull out arrows from the quiver, thus annually the name of the area written on the arrow would be where that individual would be using for a year. These lands were called 'nyílföld' (arrow lands). The grazing areas were the animals were fed (as breeding livestock was still important) were utilized by the community as a whole, therefore these lands were not divided among the inhabitants.	The Szeklers of this province are abandoning pastoralism in favor of farming and other settled activities. To understand the importance of this transition from nomadic to the settled way of life, one must examine Székely society prior to the transition. Initially the territory in which the Szeklers would settle was collectively owned by the nation as a whole, with the lands being divided among the various 'nemek' (clans) who utilized the lands mainly for grazing their animals.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
