Reference Name	English Names (more or less)	In-game Name (Native Name)	In-game Description	In-game Summary Description	Broad Role	Explanation of the Unit	Building to be Assigned To	Hidden Resource Req?	Availability	Where is the unit From?	Era of Availability	General Unit?	Social Class	Function	Formation	Equipment	First Weapon	Secondary Weapon	Placeholder Unit	Placeholder Weapons	Extra Info	Reference Imagery	Category	Class	Unit's voice	Accent	Banner of Faction	Crusade Banner	Unit Size	Soldier Model	Number of Soliders	Extra Animals Engines	Mass of Infantry	Officers Models			Type of Ship	Type of Engine	Type of Animals	Type of Mount	Bonus Against	Abilities	Misc Attributes	Normal Spacing	Loose Spacing	Default No. of Ranks	Formation (1-2)	hp	Mount hp	Primary Weapon Attack	Charge Bonus	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Secondary Weapon Attack	Charge	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Armour	Def Skill	Shield	Sound When Hit	Animal Mount Armour	Def Skill	Sound When Hit	Fatigue in Heat	Scrub Mod	Sand Mod	Forest Mod	Snow Mod	Grade of Unit (1-5)	Morale	Discipline	Training	Distance to Charge	Delay Between Anims	Suggested Price	Suggested Upkeep	Recruitment Time	Unit Price	Upkeep Cost	Weapon Upgrade Cost	Armour Upgrade Cost	Custom Battle Cost	Custom Battle Max	Custom Battle Increase	Minimum Soldiers	Smith Levels Needed	Models	Ownership Factions and/or Cultures	Ownership for MP Early Era	Ownership for MP High Era	Ownership for MP Late Era	Priority in Recruitment	Unit Speed Modificator
hussite_flailmen	Hussite Flailmen	Husitští cepníci	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	peasants with various armour but deadly altered farm-tools	-	-	Bohemia	autonomy or better	Late (1400 - 1453)	-	peasant	levy		BASE:various, UP1: -, UP2: -, UP3: -, SHIELD: -, HELMET: 	flail	-	our own	-	Dome	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	armour piercing, strong charge, poor morale	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	400	1000	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	bohemia	bohemia	bohemia	bohemia	-	1
hussite_halberdiers	Hussite Halberders	Husitští sudličníci	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	peasants with various armour but deadly altered farm-tools	-	-	Bohemia	autonomy or better	Late (1400 - 1453)	-	peasant	levy		BASE:various, UP1: -, UP2: -, UP3: -, SHIELD: -, HELMET: yes	voulge	-	our own	-	Dome	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	armour piercing, strong charge, poor morale	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	400	1000	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	bohemia	bohemia	bohemia	bohemia	-	1
iberian_militia	Town militia	Peones	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	militia of infantry	-	-	Leon-Castille, Aragon, Portugal, italian mercs	factional (requires las step of the repopulation)	all	-	peasant	normal		BASE:unarmored, UP1: mailed, UP2: none, UP3: none, SHIELD: First roundshield, then Kite, HELMET: no	infantry spear	short sword	peones	spear	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	none	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	500	500	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	spain, aragon, portugal, byzantium	spain, aragon, portugal, byzantium	spain, aragon, portugal, byzantium	spain, aragon, portugal, byzantium	-	1
irish_infantry	Infantry	Fianadi	Regular light infantry, figting to become part of Cliatharii, composed of lower Ocaire ant their retainers.	PLACEHOLDER LIGHT INFANTRY	light infantry	army skirmishers	-	-	Regional	Ireland	all	-	peasant	elite		BASE:none, UP1: padded, UP2: none, UP3: none, SHIELD: , HELMET: 	Javelin	infantry spear	javelinmen	javelin/shortspear	smaller sized unit	http://images.travelpod.com/users/rovingwerners/1.1254417418.carvings-on-a-tomb.jpg	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	hide, bonus in snow, woods etc	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	all, slave	all, slave	all, slave	all, slave	-	1
irish_skirmishers	Kerns	Ceithern	Kerns were Irish light infantry, who were often called up as mercenaries or militiamen by occupying forces such as Norway, England and Scotland. They were light troops who relied on speed and mobility. Their weapon was the throwing-spear, although later some also used the bow. Their role was to support heavier troops such as the gallowglass. More often than not they wore little or no armour, with nothing but a leather coat and tunic, or in some cases just a loincloth.	PLACEHOLDER LIGHT INFANTRY	light infantry	large unit cheap quick skirmishers, good morale	-	-	Regional	Perth, Elgin, Ireland	all	-	peasant	levy		BASE:unarmored, UP1: padded, UP2: none, UP3: none, SHIELD: , HELMET: 	Javelin	long spears	welsh skirmishers	javelin/short spear		Note hairstyle and tunic: http://images.tribe.net/tribe/upload/photo/79e/185/79e1855f-71eb-4432-b25d-c84f74661-34	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	horde/fast, hide, bonus in snow, woods etc	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	200	800	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	all, slave	all, slave	all, slave	all, slave	-	1
italian_levies	Rural levies	Contadini	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Levies from countryside of Italian cities, poor quality infantry	-	-	All Italian factions	Italy	early	-	peasant	militia		BASE:unarmored, UP1: padded, UP2: none, UP3: none, SHIELD: small round, HELMET: yes	infantry spear	metalheaded mace/scythe	italian militia tier1 & 2	spear	-	-	infantry	spearmen	light	English	main_spear	-	100	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	none	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	milan, pisa, papal_states, hre, venice, sicily, byzantium	milan, pisa, papal_states, hre, venice, sicily, byzantium	milan, pisa, papal_states, hre, venice, sicily, byzantium	milan, pisa, papal_states, hre, venice, sicily, byzantium	-	1
kiev_peasant_spearmen	Russian Peasant Spearmen	Zadruga	A zadruga refers to a type of rural community historically common among South Slavs. Originally, generally formed of one family or a clan of related families, the zadruga held its property, herds and money in common, with usually the oldest (patriarch) member ruling and making decisions for the family, though at times he would delegate this right at an old age to one of his sons. Because the zadruga was based on a patrilocal system, when a girl married, she left her parents' zadruga and joined that of her husband. Within the zadruga, all of the family members worked to ensure that the needs of every other member were met. It should be made clear that the zadruga was a socioeconomic entity and only had military functions in the loosest, indirect sense. They were a regular staple of levy soldiers for the army, either as militias or as auxillaries for campaign. In this respect they can be seen in the same light as the Germanic 'hundred' such as the Old English Fyrd.	PLACEHOLDER LIGHT INFANTRY	light infantry	rural militia	-	-	Kiev	-	all	-	peasant	levy		BASE:none, UP1: leather, UP2: n/a, UP3: n/a, SHIELD: , HELMET: 	infantry spear	-	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	2	3	normal	trained	30	0	500	500	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	kiev	kiev	kiev	kiev	-	1
kurdish_longbowmen	Kurdish longbowmen	Jânspâr	Persian word for Kurdish soldiers used in antiquity and meaning 'self-sacrifiecers' which is possibly a translation of the later Kurdish word 'Peshmerga' warriors.	PLACEHOLDER ARCHER UNIT	archers	cheap, small, good morale, good in melee	-	-	Regional	-	-	-	peasant	militia		None	longbow	infantry spear	-	-	-	-	infantry	missile	light	English	main_missile	-	small	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	-	-	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	all, slave	all, slave	all, slave	all, slave	-	1
lithuanian_skirmishers	Lithuanian Serfs	šeimyniškiai	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	low peasants	-	-	Lithuania	-	all	-	peasant	levy		None	Javelin	woodclub	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	1	3	normal	trained	30	0	-	-	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	lithuania	lithuania	lithuania	lithuania	-	1
mercenary_dagger_archers	Daggers	Cotteraux	PLACEHOLDER ARCHER UNIT	PLACEHOLDER ARCHER UNIT	archers	Mercenary bands crossbow soldiers, all round trouble makers	-	-	Mercenary	France	early	-	peasant	elite		BASE:gambeson, UP1: none, UP2: none, UP3: none, SHIELD: , HELMET: 	Light crossbow	military dagger	mercenary crossbowman	crossbow/sword	-	-	infantry	missile	light	English	main_missile	-	-	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	good morale, good vs. armor	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	500	950	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	all, slave	all, slave	all, slave	all, slave	-	1
mongol_mounted_archers	Black peoples (common freemen)	Harabudun	Harabudun quite simply means Black people though it is not a reference to there skin tone, Harabudun are common free nomads, free families.  Probably those peoples that have seperated from the larger clan settlement.  They would be levied like any other troop, riders under the Khan's seal would summon them to war and they would ride to the rally points with there horses, bows and what impliments of war they had.	PLACEHOLDER HORSE ARCHERS	horse archers	cheap, large, low stats	-	-	Cumans (Mongol Transition), Seljuks (Mongol Transition), Kiev (hires steppe tribes)	Russian steppes/asia	Mongol era	-	peasant	 levy		BASE:thick nomad coat, UP1: cuirass, UP2: lamellar /scale w/ silk, UP3: none, SHIELD: Bambai, HELMET: felt or fur hat	Nomad bow	metalheaded mace	-	-	-	-	cavalry	missile	light	English	main_missile	-	200	Cuman_Horse_Archers	32	0	1	-	-	-	-	-	-	fast pony	elephant -4, camel -4	armor piercing, fast, high stamina, good moral	sea_faring, hide_forest, can_withdraw, cantabrian_circle, mercenary_unit, general_unit	2, 4.4	3, 6	3	square	1	0	6	1	cav_composite_arrow	125	25	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	6	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	3	0	flesh	0	0	flesh	0	0	0	-6	1	-	3	normal	untrained	45	0	-	-	1	380	180	90	70	380	4	90	-	0	Cuman_Horse_Archers	cumans, seljuks, kiev	cumans, seljuks, kiev	cumans, seljuks, kiev	cumans, seljuks, kiev	-	1
mongol_pilgrims	prisoners of war/human shield	Kharash	These unfortunates come from the local populations of the local region.  They have been rounded up and pressed into service to attack there own factions, and often there own extended families. 	PLACEHOLDER LIGHT INFANTRY	light infantry	pilgrims with berserk?!	-	-	Cumans (Mongol Transition), Seljuks (Mongol Transition)	Anywhere	Mongol era	-	peasant	levy		BASE:none, UP1: none, UP2: none, UP3: none, SHIELD: none, HELMET: no	woodclub	none	-	-	-	-	infantry	spearmen	light	English	main_spear	-	200	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	berserk	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	-	-	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	cumans, seljuks	cumans, seljuks	cumans, seljuks	cumans, seljuks	-	1
mongol_serfs	Serfs	Boghulcuud	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Persian populace subjects	-	-	Cumans (Mongol Transition), Seljuks (Mongol Transition)	Russian steppes/asia	Mongol era	-	peasant	levy		BASE:thick nomad coat, UP1: lamellar /scale, UP2: lamellar /scale (with ME flare), UP3: none, SHIELD: reed longshield, HELMET: felt or fur hat	infantry spear	metalheaded mace	-	-	-	-	infantry	spearmen	light	English	main_spear	-	200	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	armor piercing, fast, high stamina, good moral	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	-	800	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	cumans, seljuks	cumans, seljuks	cumans, seljuks	cumans, seljuks	-	1
muslim_conscripts	Irregular conscripts	Mutatawwia	Irregular peasant volunteers, given limited pay for campaigns. They were found in vast numbers in the armies of Egypt especially under the Umayyad period, and were known among the Moors as well as contingents in the Crusades and marching on Constantinople. It is unlikely they had a single ethnic origin, but represented a very basic conscription of Muslims that were given booty in turn for service and could follow an army from their homelands to new pastures. There is some suggestion that the ranks of these men serving in Iberia and with the Egyptian state at various times were mainly of Berber (possibly pagan) origin. Elsewhere it is likely they were Mawali, and potentially pagan Turks.	PLACEHOLDER LIGHT INFANTRY	light infantry	cheap, poor morale, poor abilities	-	-	Muslim cultural	-	-	-	peasant	levy		BASE:none, UP1: leather, UP2: light mail, UP3: , SHIELD: yes, HELMET: maybe	Javelin	infantry spear	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	-	-	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	middle_eastern	middle_eastern	middle_eastern	middle_eastern	-	1
muslim_heavy_crossbowmen	Heavy Crossbowmen (Muslim)	Qaws al-zanburak	The Persian kaman-i zanburak and Turkish semberrek was called Qaws al-zanburak by the Arabs. During Saladin's campaign it was used alongside the jarkh. A Mamluk officer writing in 1368 stated that North Africans used the laqshah he gave specifics for the different weights of bolts.	PLACEHOLDER ARCHER UNIT	archers	powerful crossbows	-	-	Muslim cultural	-	-	-	peasant	army		BASE:none, UP1: leather, UP2: light mail, UP3: , SHIELD: yes, HELMET: maybe	heavy crossbow	Sayf	-	-	-	-	infantry	missile	light	English	main_missile	-	-	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	5	3	normal	trained	30	0	500	500	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	middle_eastern	middle_eastern	middle_eastern	middle_eastern	-	1
norwegian_mounted_patrol	Borderers	Markamenn	Mounted freemen, lesser landowners and peasant lords forced into brigandage and raiding, or operating as border patrols against foreign incursions. Similar to Horse Boys or Border Reivers in Scotland and Ireland they were a light and effective pursuit cavalry.	PLACEHOLDER LIGHT CAVALRY	light cavalry	Hillmen	-	-	Norway (+ Kalmar Union)	factional	early, mid	-	peasant	elite		BASE:leather, UP1: gambeson, UP2: none, UP3: none, SHIELD: , HELMET: 	Angon javelin	cavalry spear	scouts	spear/axe	ponies	http://www.highburn-house.co.uk/images/history2.jpg	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	snow, forests, hide	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	-	3	normal	untrained	45	0	3500	1250	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	norway, sweden, denmark	norway, sweden, denmark	norway, sweden, denmark	norway, sweden, denmark	-	1
ottoman_archer_infantry	State Infantry	Yayalar	PLACEHOLDER ARCHER UNIT	PLACEHOLDER ARCHER UNIT	archers	large unit cheap quick skirmishers, good morale	-	-	Turks (Ottomans)	-	mid/late	-	peasant	militia		BASE:padded, UP1: , UP2: , UP3: , SHIELD: , HELMET: 	Nomad bow	military dagger	-	-	-	-	infantry	missile	light	English	main_missile	-	-	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700 (expensive)	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	turks	turks	turks	turks	-	1
ottoman_state_cavalry	State Cavalry	Müsellemler	PLACEHOLDER LIGHT CAVALRY	PLACEHOLDER LIGHT CAVALRY	light cavalry	militia cavalry mainly recruited from Christians since most Turks preferred their share of the booty rather than a standardised salary	-	-	Turks (Ottomans)	-	mid/late	-	peasant	militia		BASE:leather/mail, UP1: heavy mail, UP2: lamellar/partial plate, UP3: , SHIELD: , HELMET: 	cavalry spear	scimitar	-	-	-	http://www.imaginehungary.com/wp-content/uploads/2-1-/-8/Battle_of_Moh%C3%A1cs_Turkish_miniature-3--x276.jpg	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	-	3	normal	untrained	45	0	3500	1250 (expensive)	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	turks	turks	turks	turks	-	1
persian_peasants	Persian Peasants	Tazik ra'iyyat	‘The protected’ the 'flock' of the landlords derisively referred to as 'sheep' they were typically the subjects of the Suyúrghál sahib-lords.	PLACEHOLDER LIGHT INFANTRY	light infantry	huge cheap unit	-	-	Seljuks	-	-	-	peasant	militia		BASE:unarmored, UP1: -, UP2: gambeson , UP3: , SHIELD: , HELMET: 	infantry spear	knife/dagger	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	-	-	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	seljuks, byzantium	seljuks, byzantium	seljuks, byzantium	seljuks, byzantium	-	1
ravagers	Ravagers	Quastatori	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Peasants used to ravage enemy countryside	-	-	All Italian factions	Italy	early	-	peasant	levy		BASE:unarmored, UP1: leather padded, UP2: none, UP3: none, SHIELD: none, HELMET: no	woodclub	-	pisan and genoese sailors	clubs	weak morale	http://farm3.static.flickr.com/2446/4-39637754_75b6cb6b12_o.jpg	infantry	spearmen	light	English	main_spear	-	100	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	none	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	800	800	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	milan, pisa, papal_states, hre, venice, sicily, byzantium	milan, pisa, papal_states, hre, venice, sicily, byzantium	milan, pisa, papal_states, hre, venice, sicily, byzantium	milan, pisa, papal_states, hre, venice, sicily, byzantium	-	1
scottish_levies	National levy infantry	Exercitus Scoticanus 	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	National army of commoners	-	-	Scotland	Perth, Elgin	all	-	peasant	levy		BASE:unarmored, UP1: padded, UP2: none, UP3: none, SHIELD: , HELMET: 	infantry spear	knife/dagger	spear militia	spear	Scots did not wear tartan -only on the islands! They wore yellow tunics tied with a belt at the middle	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	schiltrom formation	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	200	800	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	scotland	scotland	scotland	scotland	-	1
scottish_men_at_arms	Cottagers	Cottagers 	Rural landowners out in the crofts or 'shielings', small farming territories usually located in the foothills around the lowlands but also common in the islands, and known in the more fertile valleys of the highlands. These men are proud and independent farmers, not always linked to the clan and not professional soldiers. They will however take up arms in the defence of their families and property.	PLACEHOLDER LIGHT INFANTRY	light infantry	medium size, mediocre	-	-	Scotland	Perth, Elgin	all	-	peasant	levy		BASE:unarmored, UP1: padded, UP2: none, UP3: none, SHIELD: , HELMET: 	Javelin	workman's axe	Order Militia	sword	Scots did not wear tartan -only on the islands! They wore yellow tunics tied with a belt at the middle	http://www.pictishstones.org.uk/who-were-the-picts.jpg	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	none	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	200	800	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	scotland	scotland	scotland	scotland	-	1
