Name	DotS Type	In-Game Name	Description	Effects Description	Title Type	Transferable ?	Ancillary Image	Exclude Bearers of These Ancillaries	Exclude These Cultures	Title Class (1-6) Q is special	Effects (separated by comma)
Italian_Mayor_of_Pisa_for_venice	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Pisa.tga	-	-	ItaMaVen	Loyalty +2, TaxCollection +35, TrainingUnits +2, Law +2
Italian_Mayor_of_Ravenna_for_hre	-	Vicario Imperiale di Ravenna	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Ravenna.tga	-	-	ItaMaHRE	Loyalty +3, TaxCollection +50, TrainingUnits +3, Law +2
Italian_Mayor_of_Ravenna_for_milan	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Ravenna.tga	-	-	ItaMaMil	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Italian_Mayor_of_Ravenna_for_pisa	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Ravenna.tga	-	-	ItaMaPi	Construction -2, Loyalty -1, Farming +3, Unrest +2, TaxCollection +10
Italian_Mayor_of_Ravenna_for_venice	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Ravenna.tga	-	-	ItaMaVen	Loyalty +2, TaxCollection +35, TrainingUnits +2, Law +2
Italian_Mayor_of_Turin_for_hre	-	Vicario Imperiale di Torino	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Turin.tga	-	-	ItaMaHRE	Loyalty +3, TaxCollection +50, TrainingUnits +3, Law +2
Italian_Mayor_of_Turin_for_milan	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Turin.tga	-	-	ItaMaMil	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Italian_Mayor_of_Turin_for_pisa	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Turin.tga	-	-	ItaMaPi	Construction -2, Loyalty -1, Farming +3, Unrest +2, TaxCollection +10
Italian_Mayor_of_Turin_for_venice	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Turin.tga	-	-	ItaMaVen	Loyalty +2, TaxCollection +35, TrainingUnits +2, Law +2
Italian_Mayor_of_Venice_for_hre	-	Vicario Imperiale di Venezia	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Venicetga	-	-	ItaMaHRE	Loyalty +3, TaxCollection +50, TrainingUnits +3, Law +2
Italian_Mayor_of_Venice_for_milan	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Venicetga	-	-	ItaMaMil	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Italian_Mayor_of_Venice_for_pisa	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Venicetga	-	-	ItaMaPi	Construction -2, Loyalty -1, Farming +3, Unrest +2, TaxCollection +10
Italian_Mayor_of_Venice_for_venice	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Venicetga	-	-	ItaMaVen	Loyalty +2, TaxCollection +35, TrainingUnits +2, Law +2
Italian_Mayor_of_Verona_for_hre	-	Vicario Imperiale di Verona	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Verona.tga	-	-	ItaMaHRE	Loyalty +3, TaxCollection +50, TrainingUnits +3, Law +2
Italian_Mayor_of_Verona_for_milan	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Verona.tga	-	-	ItaMaMil	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Italian_Mayor_of_Verona_for_pisa	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Verona.tga	-	-	ItaMaPi	Construction -2, Loyalty -1, Farming +3, Unrest +2, TaxCollection +10
Italian_Mayor_of_Verona_for_venice	-	Podestà	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Consul_Verona.tga	-	-	ItaMaVen	Loyalty +2, TaxCollection +35, TrainingUnits +2, Law +2
Judge_Arborea	Title	Giudicato di Arborea	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Politics	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Judge_Gallura	Title	Giudicato di Gallura	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Politics	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Judge_King	-	Giudice	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Judge_King.tga	-	-	QJItal	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Judge_Logudoro	Title	Giudicato di Torres	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Politics	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Judge_of_the_Lowlands	-	Justiciarus Laudonie	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Judge_of_the_Lowlands.tga	-	-	QJ	Loyalty +1, Farming +1, TaxCollection +25, Law +2, Unrest -2
Judge_of_Tusculum	-	Iudex Tusculanensis	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	Judge_of_Tusculum.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
Karlstejn_Burgrave	-	Karlštejnský purkrabí	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Karlstejn_Burgrave.tga	-	-	QML	MovementPoints +15, Loyalty +1, Command +1, TrainingUnits -1, BattleSurgery +1
Keeper_of_the_Imperial_Inkstand	-	Epi tou Kanikleiou	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Keeper_of_the_Imperial_Inkstand.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
keeper_of_the_Royal_vessels	-	Taštdār 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Keeper_of_the_Royal_Vessels.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
keeper_of_the_seal_of_the_order_of_st_Blasius	-	Custos sigilli ordinis Agios Vlasios	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Keeper_of_the_Seal_of_the_Order_of_St_Blasius.tga	-	-	QRS	Authority +2, Farming +2, TaxCollection +50, Law +2, Construction -2
Khan_of_Khans	-	Qaghan 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Khan_of_Khans.tga	-	-	6	Authority +3, TrainingUnits -3, Construction -3, BattleSurgery +3, TroopMorale +2
Khwarezm_shah	-	Khwārazmshāh	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Khwarezm_Shah.tga	-	-	6	Authority +3, TrainingUnits -3, Construction -3, BattleSurgery +3, TroopMorale +2
King_Ailech	Title	Rí na Ailigh	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Airgialla	Title	Rí na Airgialla	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Connacht_Breifne	Title	Rí Chonnacht agus Bhreifne	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Dublin	Title	Rí Bhaile Átha Cliath	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Failghe	Title	Rí Uí Fáilghe	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Gwynedd	Title	Brenin y Gwynedd	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +2, TroopMorale +1, Law +2, BattleSurgery +2, Farming +2
King_Kakheti	Title	Basileus tís Kakheti	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Magh_Luirg	Title	Rí na Maighe Luirg	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Maine	Title	Rí na Maine	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Mide	Title	Rí Midhe	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Munster	Title	Rí na Mumhan	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
King_of_Albania	-	Rex Albaniae	Crowned King of Albania	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Albania.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_all_the_Russias	-	Rex Rusiae	Crowned King of all the Russias	PLACEHOLDER EFFECTS DESCRIPTION	Security	0	King_of_all_the_Russias.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
											
King_of_Arles	-	Rex Arelatensis et Burgundionum	Crowned King of Arelat	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Arles.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Armenia	-	Rex Armeniae	Crowned King of Armenia	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Armenia.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Bohemia	-	Rex Bohemiae	Crowned King of Bohemia	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Bohemia.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Castille	-	Rex Castillæ	Crowned King of Castille	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Castille.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Croatia	-	Rex Croatorum	Crowned King of Croatia	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Croatia.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Cyprus	-	Basileus tís Kyproy	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	King_of_Cyprus.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_England	-	Rex Angliæ	Crowned King of England	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_England.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_France	-	Francorum Rex	Crowned King of the Franks	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_France.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Galicia	-	Rex Gallaeciæ	Crowned King of Galicia	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Galicia.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Georgia	-	Mephet Sakartveloisa	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Kings.tga	-	-	6	Authority +3, TrainingUnits -3, Construction -3, BattleSurgery +3, TroopMorale +2
King_of_Halych	-	Rex Galiciæ 	Crowned King of Halych	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	King_of_Halych.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Italy	-	Rex Italicum	Crowned King of Italy	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Italy.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Kings	-	Mephet Mephe	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Magic	0	King_of_Kings.tga	-	-	6	Authority +3, TrainingUnits -3, Construction -3, BattleSurgery +3, TroopMorale +2
King_of_Leon	-	Rex Leonum	Crowned King of Leon	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Leon.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Majorca	-	Rex Majoricarum	Crowned King of Majorca	PLACEHOLDER EFFECTS DESCRIPTION	Pet	1	King_of_Majorca.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Moray	-	Ri Moréb	Crowned Chief of Moray	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	King_of_Moray.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
King_of_Navarre	-	Rex Navarræ	Crowned King of Navarre	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Navarre.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_norway	-	Rex norvegiæ	Crowned King of the Norse	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Norway.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Scotland	-	Rex Scotorum	Crowned King of the Scots	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Scotland.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Serbia	-	Kralj Srbije	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Serbia.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
King_of_Sicily	-	Rex Sicilæ	Crowned King of the Sicilians	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Sicily.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Sweden	-	Rex Sueciæ	Crowned King of the Swedish Lands	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_Sweden.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Algarves	-	Rex Algarbii	Crowned King of the Algarves	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_the_Algarves.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Danes	-	Rex Danorum	Crowned King of the Danes	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_the_Danes.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Geats	-	Rex Gothorum	Crowned King of the Geats	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_the_Geats.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Germans	-	Rex Teutonicorum	Crowned King of the Germans	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_the_Germans.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Hungarian_Lands	-	Rex Hungariæ	Crowned King of the Hungarians	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_the_Hungarian_Lands.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Lithuanian_Lands	-	Rex Lithuaniæ	Crowned King of Letts	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_the_Lithuanian_Lands.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Obotrites	-	Sclavorum Rex	Crowned King of the Obotrites	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	King_of_the_Obotrites.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Poles	-	Rex Polonorum	Crowned King of the Poles	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_the_Poles.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Portuguese_lands	-	Rex Portugaliæ	Crowned King of the Portuguese	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_the_Portuguese_Lands.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Romans	-	Rex Romanorum	Crowned King of the Romans	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	King_of_the_Romans.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_the_Swedes	-	Rex Sweorum	Crowned King of the Svea	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	King_of_the_Swedes.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Valencia	-	Rex Valenciæ	Crowned King of Valencia	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	King_of_Valencia.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_of_Vladimir_in_Volhynia	-	Rex Lodomeriæ	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	King_of_Vladimir_in_Volhynia.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
King_Osi	Title	Basileus tís Osí	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
King_Siol_Anmchadha	Title	Rí na Síol Anmchadha	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
King_Ulster	Title	Rí Uladh	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Knight_of_the_Band	-	Equis Binde	Most Noble Order of the Garter	PLACEHOLDER DESCRIPTION	Security	1	Knight_of_the_Band.tga	-	-	QMO	Authority +1, Command +1, LineOfSight +1, TrainingAgents -1
Landmeister 		Landmeister 	PLACEHOLDER DESCRIPTION	PLACEHOLDER DESCRIPTION	Religion	1	Grandmaster_of_the_Teutonic_Order.tga	-	-	-	-
											
Latin_Emperor_of_Constantinople	-	Imperator Romaniae	Crowned Catholic Emperor of Constantinople	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Latin_Emperor_of_Constantinople.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
Latin_King_of_Jerusalem	-	Rex Iherusalem Latinorum	Crowned Catholic King of Jerusalem	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Latin_King_of_Jerusalem_Province.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
Latin_King_of_Thessalonica	-	Basileos thessalonika	Crowned Catholic King of Thessaly	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Latin_King_of_Thessalonica.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
Latin_Patriarch_of_Alexandria	-	Latin_Patriarch_of_Alexandria	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Latin_Patriarch_of_Alexandria.tga	-	-	QP	PersonalSecurity +7, TaxCollection -50,  MovementPoints -100, Construction -3, TrainingUnits -2
Latin_Patriarch_of_Antioch	-	Latin_Patriarch_of_Antioch	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Latin_Patriarch_of_Antioch.tga	-	-	QP	PersonalSecurity +7, TaxCollection -50,  MovementPoints -100, Construction -3, TrainingUnits -2
Latin_Patriarch_of_Constantinople	-	Latin_Patriarch_of_Constantinople	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Latin_Patriarch_of_Constantinople.tga	-	-	QP	PersonalSecurity +7, TaxCollection -50,  MovementPoints -100, Construction -3, TrainingUnits -2
Latin_Patriarch_of_Jerusalem	-	Latin_Patriarch_of_Jerusalem	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Latin_Patriarch_of_Jerusalem.tga	-	-	QP	PersonalSecurity +7, TaxCollection -50,  MovementPoints -100, Construction -3, TrainingUnits -2
Latin_Prince_of_Antioch	-	Latin_Prince_of_Antioch	Crowned Catholic Prince of Antioch	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	Latin_Prince_of_Antioch.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
Leader_of_ten_thousand	-	Tumetuiin noyan	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	Leader_of_Ten_Thousand.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
Lieutenant_of_Skane	-	Locum Tenens Scandia	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lieutenant_of_Skaane.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Lithuanian_co_ruler	-	Brolis Kunigaikštis	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lithuanian_Coruler.tga	-	-	QRS	Authority +2, Farming +2, TaxCollection +50, Law +2, Construction -2
Logothete_of_the_Home_domestic_minister	-	Logothetēs tōn Oikeiakōn 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Logothete_of_the_Home_domestic_minister.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Lord _Briuin_Conmaicne	Title	Tiarna Ua m-Briuin agus Conmaicne	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Lord_Chamberlain_of_the_Household		Lord Chamberlain of the Household	-	-	Politics	1	Lord_High_Chancellor.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Lord_Chief_Justice_of_the_Kings_Bench	-	Lord Chief Justice of the  King's Bench	Lord Chief Justice of the King's Bench of the Realm of England	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_Chief_Justice_of_the_Kings_Bench.tga	-	-	QJ	Loyalty +1, Farming +1, TaxCollection +25, Law +2, Unrest -2
Lord_Great_Chamberlain_eng	-	Lord Great Chamberlain 	Lord Great Chamberlain of the Realm of England	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_Great_Chamberlain_eng.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Lord_Great_Chamberlain_georgia	-	Msakhurtukhutsesi	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_Great_Chamberlain_georgia.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Lord_high_Admiral	-	Lord High Admiral 	Lord High Admiral of the Realm of England	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_High_Admiral.tga	-	-	QA	NavalCommand +1 MovementPoints +30
Lord_high_Chancellor	-	Lord High Chancellor 	Lord High Chancellor of the Realm of England	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_High_Chancellor.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Lord_high_Constable	-	Lord High Constable	Lord High Constable of the Realm of England	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_High_Constable.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Lord_high_Mandator_of_the_West	-	Mandaturtukhutsesi 	Head of Police	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_High_Mandator_of_the_West.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Lord_high_steward	-	Lord High Steward	Lord High Steward of the Realm of England	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_High_Steward.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Lord_high_Treasurer	-	Lord High Treasurer	Lord High Treasurer of the Realm of England	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_High_Treasurer.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Lord_high_Treasurer_geo	-	Mechurchletukhutsesi 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_high_Treasurer_geo.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Lord_Keeper_of_the_Privy_Seal	-	Lord Keeper of the Privy Seal	Lord Keeper of the Privy Seal of the Realm of England	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_Keeper_of_the_Privy_Seal.tga	-	-	QRS	Authority +2, Farming +2, TaxCollection +50, Law +2, Construction -2
Lord_of_both_lands_and_both_seas	-	Hakan ülBerreyn velBahreyn	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	0	Lord_of_Both_Lands_and_Both_Seas.tga	-	-	6	Authority +3, TrainingUnits -3, Construction -3, BattleSurgery +3, TroopMorale +2
